Entity Type,Entity,Harmful Type,Harmful Term,Search Term,File Name,Image URL,X,Y,Width,Height
game,Roblox,violence,torture,Roblox torture,,,,,,
game,Roblox,violence,murder,Roblox murder,,,,,,
game,Roblox,violence,violence,Roblox violence,,,,,,
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBUjeNOx_hO6GewthgtiMgWwD21kt6M1rBgpC97KQaJJQFUfWG&s,31.0,196.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjN9nyva1lNIl0L5gDHLKkXAA_1icry9FrJJ2h9jnfbqW_26MY&s,415.0,196.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjAtVDYZ242KmZpSJhKDA3aBvvaFY75_UTKB-Z1VTiYqQ5oC4&s,799.0,196.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTggf84PyJr2CrHb8Ojg7rSRlNLIUkJM2TAnhmgX2L5J7juFL3P&s,1183.0,196.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxfHBrNs4tjlMVJYVMbFxa10_pA_EGhEKjPLPbvqDhCX-pC66T&s,1567.0,196.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlXetArA_6LaZQnbqzsTT8hqvyCV-OTOkyixpiEQtrD55-Z65i&s,11.0,406.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIa58yAHKrbI8ro2OWeCGjV7VRoJ2bsnTaGbgasNsmk0HdIkf4&s,355.0,406.0,180.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyqXUgeZZXSek6XlpcrzKvNmx7-3bwqDDf2RwQPsgUBU-_yM0&s,557.0,406.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJyTGdCmvaainJRzgkwh8rCiJ2iZ-qa6t9YVmpYwsq9DL0s6I&s,900.0,406.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3FpfU7XCZyG4OCKy4AJ_4jH7JlDp3asWRcg7zVPS6ggT3Oh0&s,1244.0,406.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8_tj0R1iiu09vjB8PYLLNPPvqawa9OIb5pzPUi2jTCIJJrXT9&s,1588.0,406.0,321.0,180.0
game,Roblox,violence,Bullying,Roblox Bullying,Roblox_Bullying_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW0HFZG7SNUYYmFFb9KYpoKGouPvVFBKU_D0xyaHEtARhpBIE&s,31.0,616.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcCgELrTgN6S2ZmeLIDjVOGf09L5DrxF_ZcOcopHAosLczPg4&s,27.0,196.0,270.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6CZAmTzybk3wZPAOvfr3T_02F1GK_ZJG4DvwmW1rtfkblCSXt&s,352.0,196.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVmkI6j8xAIOW2cG0MRZ3p0nxqziuImQNpNqqKfwrPB32BCE0&s,727.0,196.0,180.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwxbz0A7hLb6Xge7HbgqKL5do3bTH9Y30CpFe2fkYrtvyzdRbM&s,962.0,196.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhpO-hf-skhoqIvCQoOIk4VdM8wWSccYU1ChYm6PscEJl4bsGm&s,1337.0,196.0,180.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAQtkwarrOAWK2xm9M5x3SpxwHQ_QuUuGVAV0VSGsWS_pVVGe8&s,1571.0,196.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7Rxnjisa6_QKa8nXjTNO7TInHdyPBHcRQJmRaPs1FZXfxrvs&s,7.0,406.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdn3Wk267cESgHxQpVGKoIam73KCiGVQehEfYjOhWqPdV1xlIU&s,342.0,406.0,180.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzruZDtcA6ebYwks_VPY3iD0Xj2A60TXXPQUwPhwPRhMsoz3uW&s,535.0,406.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3KglCWeU2uoyuvDyqXmGoZWaVB15mgHg0WXqWVSUd8Rm9nnR3&s,870.0,406.0,321.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJb1U0XDeoto3Tq9tpk3rJWaQSJFXsmnGwAysawwHNkdERaj2z&s,1205.0,406.0,180.0,180.0
game,Roblox,violence,fights,Roblox fights,Roblox_fights_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRe1bKcLCyJPRurPOjmwb2aQkAK7xcX_Hma5Zl2OrkFryQ5r4&s,1398.0,406.0,180.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9I65M871Y5EdI3CQcDUueDrfea2x7yJS2AoOqZXueCLlqbOuQ&s,24.0,196.0,180.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS01bPjLY4FSkrL89E_5DBgKcTnO7Dhw_R3E9Lgb6zkaSBqeFT5&s,252.0,196.0,270.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUtI_MePP_-pWdTMB7NoCZ_looduD3we2pssT3S1fyU6BmHXo&s,571.0,196.0,321.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpoT1yEBxON_zIRth1DDALozEaAzrcNUBUs0s4kB_hfbjaPLWU&s,941.0,196.0,180.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRj7A05OYlmi1i1Q14dNozh0sz_iT0qY0RanoRAUHAU6CRsqKUn&s,1169.0,196.0,270.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToOm-j7X1r7xCEVlP2syBa774jT2RaBYqgAKvsK6sIjgm1Txly&s,1488.0,196.0,180.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiK8044d03OpZnXKeapaXogi5TLa2JZ9WZUL60GgjMwTC_7ZKN&s,1716.0,196.0,180.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQ4OG_oCzEjnccY27gdWKI1H6zVN0S7ITHsoig12lUgeSZojQ&s,11.0,406.0,321.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2cBdgG3KHPJicZ9E2Hb73qeHjdQrrZ5kFDh5yWdbVMV751g4&s,355.0,406.0,180.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFMv8q43YDr5Vs-y9MmY_GHD5y412V034inmDSwgSDx-ID1xY&s,557.0,406.0,321.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoNdkMUPnHZpnMpq_OwCOW1sTQGP7VOLa_5cFwzx5Rtju7xr4&s,900.0,406.0,321.0,180.0
game,Roblox,violence,weapons,Roblox weapons,Roblox_weapons_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTOy_AV_qInUIhXTFCpwb-zqgFRV1CxsNvgnS81m70DTaq3T0&s,1244.0,406.0,321.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnTo0vx3MxSJnIT1_SD9Wb7OqS38RHfAXJWsUc-MAFYUW2Rhdb&s,6.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuM_cu_buOposSQEftt6nw9kp-zAqGYwrxocUs60fcFLbvfXE&s,198.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-b4sZhym1Ep5EdRUsShfwsSwxFf-TmE0XDduzTRfH01F2TE0g&s,390.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGdxgvkX-I3I4E_r8IfoSJRx0sU_8NB7i1Cs8rrO4B6GENSwxF&s,582.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtrLtTDE_Gvv0I-bkFzbbnm-4WmKgRMQkQDaAoeTztMuzQ0lJN&s,774.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBBGH7VxFqBk8NjcN0IsOnb3wB6IsHqISkMoAv5nCMc_KSov16&s,966.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvbOnmZz8vqsRHGjlNdB8VPkqtv_5LwaqkY4d19bqkFZ2yHJk&s,1158.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8CPMGUBr_nfjL_yrftXD5BRwSXj3tz4h91y69FJlW3EAPID_Q&s,1350.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQVIEuq8GsaZH6FWgMFpSesXEuGMh_UfgUdl_ez39Hl04bFH4&s,1542.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzyiD_Taz3NIc4-xLa_WVEzUd5qLjEhzzcYXR_sPGnQ3FNDLnf&s,1734.0,196.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvE7BjyaJLYQ2zD_B0h_kCTUwwJz72vPi9csnCWKfgL0CAtq9g&s,102.0,406.0,180.0,180.0
game,Roblox,violence,gunshot,Roblox gunshot,Roblox_gunshot_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT-zKAiPzxHpzay78dLMia-5hBnPf7Nnm6TvP7RMWsNNF-55rH&s,486.0,406.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT4pnxkLQv74rQO0Zq4cjYEFk_jgXk1EjiPe8y3x72UNWC5Ts&s,13.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmP-mMKLAPqru3TBFsyIPhj7unDNMPJyD9PqwtyE9P0lq58YD2&s,220.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3s4RrvcScq2vh3gP2Ct0MSlmjm4Oqe0N6X9pFx9c3fTNlw2I&s,427.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSvNu2Pm4qtnVfj5wkMh4po6DX1cul99G6RYvpBPDNmoS2tv5x&s,634.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG07b61_a3ru3BiA-dEoK6rS_8guGwoB9STcj41CIyos3UNY4&s,840.0,196.0,239.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2WYpS8iJRGjqYlLKWmjGJ_clN8P4-cbzWOzpCeoo8sotZEBQ&s,1106.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9nl59oRmaDAZ2sQFacjnwtXj-k3jokpS4oS2PWICwGUJJ5d4&s,1313.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW8Cm4OvAXw8JalropCTo4aHeu5EWK4xrxeET_R2IQaenqBEHl&s,1520.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzvkjDj5gp-crZ9FV_ujqAJFyHkymbBYFrxKJv7xGbnU0tCTsk&s,1727.0,196.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbe6yc0xdCXVxfhbUb_qQejNDVo-y34qtSN9A2VtX2ngsBlPw&s,21.0,406.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvbC08DOQ08udAk3-zW3fydtRvAVOyTySrYL2z1MBrMkUu5z8&s,244.0,406.0,180.0,180.0
game,Roblox,violence,assault,Roblox assault,Roblox_assault_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0mG47dhEgwnYb0LdfUZbl6SDbBTUEhrWKXImzjcRKLd4ug2M&s,467.0,406.0,180.0,180.0
game,Roblox,sexual content,sex,Roblox sex,,,,,,
game,Roblox,sexual content,nude,Roblox nude,,,,,,
game,Roblox,sexual content,fuck,Roblox fuck,,,,,,
game,Roblox,sexual content,porn,Roblox porn,,,,,,
game,Roblox,sexual content,vulgar,Roblox vulgar,,,,,,
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbTvAl2ZoGl6JlXjdIP7pfGTNfMMlx22NYunyrSrVvO8KZszOn&s,17.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0m5MmGrGHXWvtfZodjyVW5LHfV32be5kPEVytrak4T8kryO70&s,230.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfCyEkWyySL5l9r_GeOTgy9IJPaaxr7Txsw4KW-JxZUoABsaiv&s,443.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRum07HDsZeSzunBnaPH4nXLOCMwtdAxwaFPAKoYwKpfUg9_8sI&s,657.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7anrRkbHQ4Qgb1MyfWP-KHtec3cvYfkds4Etb1nUNVhImYgmT&s,870.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRK9Gr85fEVcWqxwRsAurOYo5uY_CXNdIL9pLCbgiJs_ZJ6q-Rt&s,1083.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfB6WfPyXHUnhcYI02MN3m3dKY4dxkQ5S4YnXuFEW3bOXPj0Y&s,1297.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3FzlxbZbDsntE8ahim6o8hrePz2DSu5NExyBHLF66f4lNrF8&s,1510.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlLSilftqicIvmVFCMQyRpUk6vv4nfOjBXhU6QKWmRDu8qLKg&s,1723.0,196.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-H8GuCx6TTn52_QiIPdribEb-EZxA6rHLqo5N-D-Z1pWTk-s&s,24.0,406.0,360.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTawW3VLGU150Jh6aiZ6sEe8DJgdTxuEVEAvS8C3mryR_iv_oJm&s,433.0,406.0,180.0,180.0
game,Roblox,sexual content,dick,Roblox dick,Roblox_dick_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdO8KUdY-R0ma7mpefOIXjO-oVBMwR-GAGc2oDP0f9KwdwYhg&s,662.0,406.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxkJvMo-89JTin59UIXvTSJT5QbR0nZCpxFV15nTlspky9zkc&s,9.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAHtI6qQufpeP1_kmobeMt5l6_aBwTb2Nk4VYwyD4ZGCFHTx0&s,206.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYqLRpioE1OwR7OmSI7YGQAuUuTOfDWxJmVgCDAV8FPo1o98I&s,404.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRHSSr7PyF5h3rfxSHwtk-vkw9kBd0ufP2R5U-2gOX8FzZ0cA&s,602.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDgy2x80SiS51hrdQeSm_93TGKeH2PM4IpH13ijoaUb3E-rFCY&s,799.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB9_GmYt9JqDk4slWKx7lgqpExTZIVaLDVSLHz6Nf1QIjnt4uU&s,997.0,196.0,321.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSO2BZd07yEzAC7vpeLdm-iuel0Gs5zf-PuJvOK_4fYzDg3VtGW&s,1336.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0FSDHaR0-kw8-fbadWXkix-vbzYWWBhrKTHjoXxMeZD8X-E6V&s,1534.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbDRixk3jELB-u5BShV1COmHiqpYfHnFpHKxY6Jly9eetUrw4&s,1731.0,196.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRi6kDoJCbushvqtJifshCnEbGYvTd5yiI7TyrngZMSUaJ7vLc&s,6.0,406.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHeuMb4QdWnxuG3rgkJjeR5oxrZ3UC8ArVNp4RrDBpRDRgzkc&s,198.0,406.0,180.0,180.0
game,Roblox,sexual content,nsfw,Roblox nsfw,Roblox_nsfw_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4rMdgRELWQr3B8oP_vdhSc7FwNKhpMhAsMH3oYVzlY-Ark48&s,390.0,406.0,180.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6KeRRYdSHhVC6WWTSR-RgDxrjUXjTiN8mPr95I3dL0Iuirnk&s,36.0,196.0,180.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZQShdSrOlUNZDZ3gW_t5THgwUgkr2IjiikB3ePqBebOWy9lM&s,290.0,196.0,83.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYhdNsngRjroVSrbp4SVfLAGJmtZDnJ8g2Gl7U_SJm-MaHPcvd&s,445.0,196.0,284.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9bMIN87WDNjGyH9XWjWtNCL6PHyyRD_YUEeDKKTLpkWCJz2-y&s,802.0,196.0,274.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvvJyXEWMnxIA_uh9dFk-lXa2KbG8FQ9S0YgZShECPwXBm8BY&s,1149.0,196.0,391.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc3VcNSVgVNTpzjV4KUwFYT97pUDXemPBk_FpHQwuPSeXWSvKA&s,1613.0,196.0,270.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs7AmksZ6yBx0z4NHJeJ-z_14bkZHLeDHLKt76Ao03BEoHB1pn&s,20.0,406.0,370.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT07VFzPtz0X6YdUmgwZ567y8ycbAmutM8_XyQo8SrpbJr_8kY3&s,430.0,406.0,260.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBxXwQTv0sRtDL3G13fDdWFQRrS951uJypSgl4oDc4SDQxQaO2&s,730.0,406.0,265.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzIsytRFWb8EK4p1RMplMBPheZZEbmcU3flcOnmza8jssI-V6k&s,1035.0,406.0,266.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ703ZpqFY4ckdHmnHrkzIwVk4uJwQ5ilg1RUqFqJmFIHkE6hM&s,1341.0,406.0,265.0,180.0
game,Roblox,sexual content,explicit,Roblox explicit,Roblox_explicit_image_12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZof6LHyORwfSlPg_WDUsyuvdfwLlnLH0zGsuBSLPnWMsq4uJA&s,1646.0,406.0,254.0,180.0
game,Roblox,shock and disgusting,horror,Roblox horror,Roblox_horror_image_1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSR7wb-Kge0mxOMNSSve0bfyjjtp-576oulcLN51XjWMV_z-5I&s,12.0,196.0,180.0,180.0
game,Roblox,shock and disgusting,horror,Roblox horror,Roblox_horror_image_2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKIJQI86vjpecov3HhxS-uZju5thqoWTYfQelXQxAFi4_aMLU&s,215.0,196.0,270.0,180.0
game,Roblox,shock and disgusting,horror,Roblox horror,Roblox_horror_image_3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKjG8E509L2YrxpIMVHpd88N-o7FRWcbgKAf_T-RlkjAYryzMc&s,509.0,196.0,180.0,180.0
game,Roblox,shock and disgusting,horror,Roblox horror,Roblox_horror_image_4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLPFTcmjqUBQoCMHREijAy1vFEbpQei0xPXzAeadJOd-kB4pU2&s,712.0,196.0,180.0,180.0
game,Roblox,shock and disgusting,horror,Roblox horror,Roblox_horror_image_5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyICj_-3ML0ga2V1vJ60hm1GkbKFyMnmgSAe1pR2Kf9Y_5D2o&s,915.0,196.0,180.0,180.0
